id,anoFabricacao,cidade,quantidade,siglaEstado,marca,modelo
672,1990.0,,37,,,UNO 1.6 R
673,2012.0,VENDA NOVA DO IMIGRANTE,11,ES,,PALIO ATTRACTIV 1.0
674,2014.0,,10,BA,HONDA,CG 125 FAN KS
675,2008.0,,73,MT,HONDA,
676,1994.0,,20,,VW,
677,2018.0,JUIZ DE FORA,20,MG,,COMPASS SPORT F
678,2020.0,IBIRITE,14,,,CG 160 TITAN S
679,2001.0,VITORIA DA CONQUISTA,21,BA,JTA,
680,2009.0,CRUZ DAS ALMAS,10,,,CB 300R
681,2010.0,UBA,26,,,CELTA 2P LIFE
682,2018.0,,12,MA,,
683,2003.0,,17,RJ,,
684,2014.0,,11,MT,HONDA,CG150 FAN ESDI
685,2019.0,,27,BA,YAMAHA,YS150 FAZER SED
686,2010.0,NOVA IGUACU,72,RJ,GM,
687,,,15,PR,,BIZ 125
688,1998.0,MARINGA,28,PR,GM,S10 2.2 S
689,2012.0,,31,CE,,NXR150 BROS ES
690,2021.0,,34,PR,HONDA,
691,2012.0,,72,PR,VW,
692,2017.0,PASSOS,16,MG,YAMAHA,XTZ250 TENERE
693,1996.0,,30,MG,,GOL PLUS MI
694,,RONDON,18,PR,,BIZ 125 ES
695,,ANAPOLIS,44,GO,,OPALA
696,2015.0,,10,PR,,
697,2007.0,THEOBROMA,12,RO,,
698,2014.0,FAZENDA RIO GRANDE,13,PR,VW,NOVO GOL 1.0 CITY
699,1984.0,,11,BA,M.BENZ,L 1113
700,,SAPEZAL,10,MT,TOYOTA,COROLLA XEI20FLEX
701,1979.0,PARACATU,28,MG,,147 L
702,1997.0,CAIANA,12,,,
703,2002.0,FOZ DO IGUACU,44,PR,RENAULT,CLIO RT 1.0 16V
704,,VILA VELHA,18,ES,FIAT,
705,,RIO DE JANEIRO,70,RJ,,
706,,IMPERATRIZ,18,MA,FORD,
707,2022.0,,10,PI,TOYOTA,
708,2000.0,,12,ES,,GOLF
709,2010.0,BRASNORTE,14,MT,HONDA,
710,2007.0,,45,ES,HONDA,CG 150 TITAN KS
711,1977.0,JOAO MONLEVADE,36,,,CHEVETTE
712,1978.0,BARREIRAS,14,BA,,
713,2014.0,,20,GO,HONDA,
714,2011.0,,28,CE,,SOFT
715,2016.0,PARAUAPEBAS,21,,CHEVROLET,ONIX 1.4MT LTZ
716,1977.0,MANHUACU,16,MG,VW,FUSCA 1300 L
717,,BELO HORIZONTE,24,MG,DAF,XF105 FTS 460A
718,2019.0,,15,RN,CHEVROLET,ONIX 1.0MT LT
719,,,69,MG,HONDA,LEAD 110
720,2006.0,EDEIA,10,GO,HONDA,CG 150 TITAN ESD
721,2009.0,TRES LAGOAS,10,MS,GM,PRISMA JOY
722,,NOVA XAVANTINA,48,MT,HONDA,CG 125 TITAN KS
723,,ARACAJU,13,SE,MARCOPOLO,VOLARE W9 ON
724,2015.0,CASTANHEIRA,39,MT,HONDA,NXR160 BROS ESDD
725,,JUIZ DE FORA,68,MG,,PALIO ATTRACTIV 1.0
726,2019.0,CAMPO MOURAO,68,PR,SHINERAY,50Q
727,2008.0,JACIARA,19,MT,,BIZ 125 KS
728,2018.0,,26,,HONDA,
729,1995.0,PATROCINIO,11,MG,,UNO CS IE
730,1981.0,TERESOPOLIS,11,RJ,FIAT,147 L
731,2013.0,,68,,HYUNDAI,HB20S 1.6A PREM
732,2012.0,CANARANA,10,MT,RENAULT,
733,2005.0,CRISTAIS,15,MG,,CG 150 TITAN KS
734,2015.0,ALTAMIRA,15,PA,,SAVEIRO CD HL MB
735,,,21,BA,FIAT,
736,2009.0,,10,RR,MBENZ,OF1418 NEOBUS MEGA
737,,,28,PA,VW,
738,2007.0,MORRINHOS,15,GO,,CIVIC LXS FLEX
739,2004.0,,13,CE,FIAT,UNO MILLE FIRE
740,1997.0,,15,MG,,
741,2015.0,,19,,HONDA,NXR160 BROS ESDD
742,1997.0,BRASILIA,11,DF,,TURISCAR
743,,VILA VELHA,14,ES,,RENEGADE LIMITED AT
744,2006.0,,18,MG,VW,
745,2018.0,MANHUACU,10,MG,,ONIX 1.0MT LT
746,2014.0,JUIZ DE FORA,11,,,
747,2014.0,SENADOR AMARAL,14,,,STRADA WORKING
748,2005.0,MARINGA,17,PR,SUNDOWN,FUTURE 125
749,1997.0,,44,MG,FIAT,UNO MILLE SX
750,1994.0,,10,PE,VW,
751,2006.0,,11,MG,,BIZ 125 KS
752,2019.0,APARECIDA DE GOIANIA,17,GO,,CITY EX CVT
753,2006.0,,19,RJ,HONDA,XR 250 TORNADO
754,,CARUARU,66,PE,,HB20 1.0M UNIQUE
755,2013.0,TOMAR DO GERU,66,SE,HONDA,
756,2000.0,POMBOS,16,PE,HONDA,CG 125 TITAN ES
757,2013.0,ARAPIRACA,66,AL,,FOX 1.0 GII
758,1982.0,TERESINA,13,PI,FIAT,PANORAMA CL
759,2009.0,SAO JOAO DE MERITI,66,RJ,GM,
760,,,16,,HONDA,POP100
761,2002.0,,13,MG,FIAT,PALIO ELX
762,2006.0,,12,,HONDA,
763,1998.0,MANAUS,11,AM,,RENAULT MEGANE 1.6 B
764,,MEDEIROS NETO,18,,HONDA,
765,2005.0,,66,,,CORSA SEDAN MAXX
766,,CACOAL,65,RO,FIAT,
767,2001.0,CARUARU,65,PE,,GOL 16V PLUS
768,2004.0,JACIARA,37,MT,HONDA,
769,2013.0,CUIABA,65,,,POP100
770,2008.0,,13,CE,,WEB 100
771,2014.0,,16,TO,HONDA,
772,1996.0,ABAETETUBA,17,PA,HONDA,CG 125 TITAN
773,2003.0,,12,PA,,GOL SPECIAL
774,2021.0,,16,,,
775,1996.0,,13,RN,GM,CORSA WIND
776,2018.0,,33,MG,,HR-V EXL CVT
777,2014.0,ITABERAI,65,GO,,CG150 FAN ESDI
778,2012.0,OROCO,29,PE,,
779,1998.0,UNAI,39,MG,,CORSA WIND
780,2009.0,PEDRO VELHO,41,RN,,
781,1998.0,DIVINOLANDIA DE MINAS,13,,HONDA,CG 125 TITAN
782,2013.0,,12,,YAMAHA,T115 CRYPTON ED
783,2008.0,,31,MS,GM,ASTRA HB 4P ADVANTAGE
784,2015.0,,17,CE,,
785,2021.0,CAMPO GRANDE,32,,,
786,2020.0,FORTALEZA,15,CE,,VM 330 8X2R
787,2010.0,,36,MT,VW,
788,2012.0,IVAIPORA,13,PR,FIAT,STRADA WORKING
789,2001.0,VILA VELHA,64,ES,FIAT,
790,,MANAUS,34,,,
791,,,15,PA,GM,CHEVROLET C10
792,1994.0,,21,PR,FORD,ESCORT 1.0 HOBBY
793,2013.0,SAO LUIS,14,MA,,FIT TWIST
794,2014.0,JUIZ DE FORA,18,MG,VW,SAVEIRO CE TL MB
795,1982.0,,64,RJ,FORD,DEL REY
796,1996.0,,15,,,
797,2010.0,SAO JOSE DA TAPERA,10,AL,,
798,2014.0,FEIRA DE SANTANA,11,,,VOYAGE EVIDENCE MB
799,2016.0,RIO VERDE,18,GO,VW,
800,2013.0,MANAUS,63,AM,VW,FOX 1.6 GII
801,,,46,MG,,PALIO EX
802,1990.0,JAPURA,25,PR,HONDA,CG 125 TODAY
803,2015.0,VERA CRUZ,18,BA,,CG150 FAN ESDI
804,2008.0,,63,BA,JTA,
805,,ANGRA DOS REIS,36,RJ,VW,FUSCA 1300
806,2014.0,JUAZEIRO DO NORTE,19,CE,HONDA,
807,2013.0,MAGE,12,RJ,CHEV,
808,2015.0,,12,GO,,
809,2020.0,SAO MIGUEL DO IGUACU,18,PR,FIAT,STRADA FREEDOM 13CS
810,2012.0,SAQUAREMA,48,RJ,HONDA,CG 150 FAN ESI
811,2009.0,BARBACENA,25,,HONDA,CG 150 FAN ESI
812,,SAO JOSE DA LAPA,26,MG,HONDA,CG 125 FAN ES
813,1986.0,PATO BRANCO,11,PR,,
814,2015.0,ITABERABA,19,BA,YAMAHA,
815,,NATAL,15,RN,,FORD RANGER STX
816,2020.0,,21,PR,JEEP,
817,2021.0,CAMPO GRANDE,34,MS,,
818,2021.0,MARCELANDIA,17,MT,HONDA,NXR160 BROS ESDD
819,,,10,PR,SCANIA,T113 H 4X2 360
820,2004.0,VICOSA,15,,,CBX 250 TWISTER
821,1995.0,ERVALIA,17,,,
822,2019.0,,38,MT,VW,NOVA SAVEIRO RB MBVS
823,2019.0,,13,MA,FIAT,ARGO DRIVE 1.3 GSR
824,2016.0,,62,RJ,CITROEN,
825,,,27,MG,YAMAHA,XVS950A MIDN.STAR
826,,,21,,,
827,2002.0,ALEM PARAIBA,14,MG,HONDA,
828,,,13,PA,,CB 300R
829,2014.0,PAUDALHO,61,PE,,CG 150 TITAN EX
830,,OLINDA,21,PE,,ONIX 1.4AT LTZ
831,2003.0,,14,ES,GM,ASTRA HATCH 5P CD
832,,,21,MG,FIAT,
833,2010.0,BONITO,61,MS,,CG 150 FAN ESI
834,,BELEM,43,PA,GM,CELTA 5 PORTAS SUPER
835,,,61,PR,,MARCH ACTIVE 10
836,2015.0,SAO LUIS DO QUITUNDE,21,AL,,
837,2012.0,,12,ES,VW,SAVEIRO 1.6 CE CROSS
838,1988.0,CASCAVEL,14,PR,SCANIA,
839,1984.0,SETE LAGOAS,15,MG,,CHEVROLET D10
840,2017.0,BARRA,18,,,NXR160 BROS ESDD
841,1982.0,,15,MT,GM,
842,,BELO HORIZONTE,60,MG,VW,
843,2005.0,RIO VERDE,42,,,
844,1994.0,,13,RJ,,
845,1999.0,PALMAS,23,,,PALIO EX
846,2002.0,SANTA HELENA DE GOIAS,22,GO,,CG 125 TITAN KSE
847,,PORTO VELHO,60,RO,,
848,1994.0,FORTALEZA,16,CE,GM,OMEGA GL
849,,,60,RJ,HONDA,
850,,SALVADOR,16,BA,FORD,CARGO 4030
851,1997.0,,11,MG,FIAT,UNO MILLE SX
852,2001.0,,60,RJ,,UNO MILLE FIRE
853,2013.0,,16,MA,HONDA,CG 125 FAN KS
854,,FEIRA DE SANTANA,39,BA,VW,9.160 DRC 4X2
855,2000.0,VITORIA DA CONQUISTA,10,BA,MBENZ,BUSSCAR VIS BUSS R
856,,,27,GO,HONDA,CG 160 FAN
857,2006.0,,36,PR,GM,
858,,CUIABA,60,MT,VW,
859,2010.0,,11,MG,,
860,,,59,,,
861,1987.0,APARECIDA DE GOIANIA,11,GO,,
862,2010.0,PEDRO DO ROSARIO,20,,,CG 125 FAN KS
863,,,12,PA,,
864,2010.0,,30,MT,HONDA,CG150 TITAN MIX EX
865,2017.0,NOVA IGUACU,26,,,YBR125I FACTOR ED
866,2004.0,JUIZ DE FORA,59,MG,,
867,2013.0,LINHARES,59,ES,,
868,2003.0,IVINHEMA,10,MS,GM,
869,,,16,MS,YAMAHA,CY 50 JOG
870,2015.0,,18,PI,JEEP,
871,2015.0,CUIABA,59,MT,HYUNDAI,
872,2018.0,,29,RN,HONDA,NC 750X
873,2005.0,PEDRAS DE MARIA DA CRUZ,14,MG,HONDA,CG 150 TITAN KS
874,,ROSARIO,28,,HONDA,
875,2001.0,,23,RO,HONDA,XLR 125 ES
876,2019.0,BENEVIDES,14,,,
877,1996.0,,11,GO,,
878,,UBERLANDIA,58,MG,,FIORINO FLEX
879,2002.0,CORNELIO PROCOPIO,13,PR,HONDA,
880,1986.0,,15,MS,FORD,F4000
881,2006.0,NOSSA SENHORA DO LIVRAMENTO,23,MT,HONDA,
882,2013.0,SENADOR CANEDO,10,GO,HONDA,CIVIC EXR
883,2012.0,GUANAMBI,18,BA,FIAT,STRADA FIRE FLEX
884,1981.0,UBIRATA,14,PR,VW,BRASILIA
885,1981.0,FORTALEZA,22,CE,GM,OPALA DIPLOMATA
886,2001.0,SAO GABRIEL,24,BA,HONDA,CG 125 TITAN KS
887,,TIMBAUBA,58,PE,HONDA,NXR150 BROS ES
888,2020.0,,21,PE,RENAULT,CAPTUR 16 BOSE
889,2020.0,SAO JOSE DO EGITO,24,PE,,
890,2018.0,SERRA,22,ES,,
891,2008.0,,12,MA,,SUZUKI EN125 YES
892,1998.0,,11,ES,VW,
893,2012.0,DUQUE DE CAXIAS,24,RJ,FIAT,
894,2009.0,ICAPUI,12,CE,HONDA,CG 150 TITAN ES
895,2012.0,SAO JOAO DEL REI,16,MG,,
896,2010.0,,15,,,NXR150 BROS MIX ES
897,2001.0,IGUATU,57,CE,,YBR 125K
898,2008.0,,30,MG,,GUERRA AG GR
899,2015.0,CAMPOS DOS GOYTACAZES,12,RJ,HONDA,CITY EXL CVT
900,1997.0,ANTONIO OLINTO,10,,,CG 125 TITAN
901,,,10,,,CROSSFOX GII
902,1978.0,,13,MG,GM,CARAVAN
903,1997.0,,12,MG,HONDA,
904,2015.0,ITAUNA,11,MG,HONDA,
905,1998.0,PORANGATU,21,GO,FIAT,
906,2019.0,,32,MA,,YARIS HB XL 13 MT
907,2014.0,VILA VELHA,13,ES,VW,
908,2013.0,,13,MG,,
909,2012.0,SAO GONCALO DO PARA,32,MG,HONDA,
910,2018.0,,57,CE,CHEVROLET,S10 HC DD4A
911,2014.0,DIVINOPOLIS,14,MG,VOLVO,
912,2007.0,,27,PE,SUNDOWN,HUNTER 125 SE
913,1996.0,SAO JOSE DOS PINHAIS,12,PR,,FORD RANGER STX
914,2003.0,QUIXADA,22,,,UNO MILLE FIRE
915,,JUAZEIRO DO NORTE,26,,,
916,1981.0,RIO BRANCO,13,AC,FORD,CORCEL II
917,2002.0,CORNELIO PROCOPIO,19,PR,VW,GOL 16V POWER
918,1976.0,SANTA IZABEL DO OESTE,14,PR,,FUSCA 1300
919,1994.0,CRATO,57,CE,,
920,1988.0,,11,MG,FORD,DEL REY BELINA GHIA
921,,,15,PA,YAMAHA,
922,2010.0,,14,RJ,VW,VOYAGE 1.0
923,2012.0,,19,CE,,GOLF 1.6 SPORTLINE
924,1989.0,GUARAPARI,12,,FORD,ESCORT L
925,2011.0,,19,,YAMAHA,
926,2001.0,FOZ DO IGUACU,32,,YAMAHA,YBR 125E
927,1980.0,,21,,FIAT,147 GLS
928,2012.0,,22,PA,HYUNDAI,HB20 1.6M 1.6M
929,2013.0,,56,RO,,NXR150 BROS ESD
930,2001.0,,11,MG,HONDA,
931,2005.0,JUAZEIRO DO NORTE,30,CE,,
932,2004.0,,21,,,
933,2011.0,PATO BRANCO,13,PR,,SUZUKI INTRUDER 125
934,2013.0,JUAZEIRO,56,BA,,
935,2004.0,SAO JOSE DOS PINHAIS,56,PR,HONDA,
936,2011.0,SAO JOSE DOS PINHAIS,56,,,GOL 1.6
937,2015.0,URUARA,23,PA,MMC,
938,2014.0,GRAJAU,10,MA,,
939,2021.0,SALGUEIRO,55,PE,HONDA,
940,2003.0,QUEIMADAS,10,BA,FIAT,
941,2003.0,SANTA MARIA DO PARA,17,PA,HONDA,
942,,,10,,VW,FOX 1.6 GII
943,1995.0,,19,GO,FIAT,
944,2003.0,JOAO PINHEIRO,55,MG,VW,GOL 1.0
945,2004.0,,55,BA,HONDA,CG 150 TITAN ES
946,1988.0,ARARUAMA,55,RJ,VW,
947,2003.0,,55,,,
948,2009.0,MONSENHOR TABOSA,51,CE,,CG 125 FAN KS
949,2005.0,UNAI,22,MG,SR,GUERRA AG GR
950,2008.0,PARNAMIRIM,24,,VW,POLO SEDAN 1.6
951,2002.0,MORADA NOVA,20,CE,FIAT,UNO MILLE FIRE
952,2007.0,BRUMADO,24,BA,VW,
953,1997.0,,20,MG,VW,GOL MI
954,2009.0,,12,MG,HONDA,
955,2008.0,EUNAPOLIS,22,BA,YAMAHA,FACTOR YBR125 E
956,1983.0,TEOFILO OTONI,12,MG,VW,VOYAGE LS
957,2012.0,,11,PR,VW,
958,1996.0,,40,RJ,,
959,2000.0,,10,,VW,
960,2008.0,BETIM,19,MG,GM,VECTRA SEDAN ELEGANCE
961,1976.0,ITATIAIA,13,RJ,VW,BRASILIA
962,2013.0,RECIFE,54,PE,TOYOTA,ETIOS SD X
963,,QUIRINOPOLIS,13,GO,,
964,,RONDONOPOLIS,13,MT,FORD,
965,2011.0,,15,,VW,GOLF 1.6 SPORTLINE
966,,,50,,GM,
967,2002.0,PARACATU,10,,VW,GOLF
968,2010.0,CACERES,54,MT,,
969,2013.0,LAVRAS,26,,VW,
970,,,54,MG,,UNO MILLE FIRE
971,2011.0,SERRA,11,ES,FORD,FIESTA SEDAN FLEX
972,1996.0,CASSIA,13,MG,FIAT,UNO MILLE SX
973,2014.0,,24,MG,SR,
974,2009.0,VILA VELHA,54,,HONDA,NXR150 BROS ES
975,2004.0,TRAIRI,54,CE,,CG 150 TITAN KS
976,1977.0,ITAPECERICA,11,MG,VW,FUSCA 1300 L
977,,VARZEA GRANDE,18,MT,,C3 90M TENDANCE
978,2009.0,FORMOSA DA SERRA NEGRA,34,MA,HONDA,
979,2009.0,,13,,VW,
980,2017.0,NITEROI,15,RJ,HYUNDAI,
981,1986.0,,42,MG,FIAT,UNO
982,2000.0,CACHOEIRO DE ITAPEMIRIM,19,ES,VW,
983,,,10,BA,VW,
984,2008.0,,53,PR,FIAT,
985,2012.0,CARAUARI,14,,,CG 125 FAN KS
986,2000.0,ALMEIRIM,19,PA,HONDA,
987,2006.0,VARZEA GRANDE,20,MT,VW,
988,2019.0,ITUPIRANGA,14,PA,SR,LIBRELATO SRCA 2E
989,2012.0,VITORIA DA CONQUISTA,17,BA,,FRONTIER XE 4X2
990,2015.0,,29,MG,,
991,,CURITIBA,53,PR,HONDA,
992,,ITUIUTABA,23,MG,FIAT,STRADA VOLCANO 13CD
993,2015.0,,19,SE,,FAZER250 BLUEFLEX
994,2010.0,,12,,HONDA,CG150 TITAN MIX KS
995,,LUZIANIA,11,,YAMAHA,
996,1974.0,,13,TO,,
997,2019.0,MARIBONDO,52,,,POP 110I
998,2005.0,,12,PA,,C100 BIZ MAIS
999,2002.0,ESPINOSA,16,MG,,XR 200R
1000,1989.0,MOSSORO,19,RN,,
